Benchmark,Size_Before,Size_After,Haploid_Time,Z3_Time_Before,Z3_Time_After,Z3_Speedup,Z3_Speedup_with_Haploid,Result_Before,Result_After
/QF_BV/bruttomesso/core/ext_con_012_128_1024.smt2,277858,277786,0.634498025290668,0.7158103473484516,0.7148536797612906,1.0013382704940128,0.5304846354500945,unsat,unsat
/QF_BV/bruttomesso/core/ext_con_060_004_0128.smt2,42471,41681,0.21071457490324974,0.8679269440472126,0.7694755727425218,1.1279460645564043,0.885467933065647,unsat,unsat
/QF_BV/bruttomesso/core/ext_con_004_064_0256.smt2,49494,47992,0.22759135346859694,0.036682531237602234,0.03870965074747801,0.9476327099125831,0.13774837742571283,unsat,unsat
/QF_BV/bruttomesso/core/ext_con_044_004_0032.smt2,30604,29916,0.18159285746514797,0.08099960163235664,0.1068987213075161,0.757722829998543,0.2807693797404936,unsat,unsat
/QF_BV/bruttomesso/core/ext_con_008_004_0256.smt2,6196,6096,0.1508369166404009,0.07623659446835518,0.08637938089668751,0.8825786162965972,0.32138008753987785,unsat,unsat
/QF_BV/bruttomesso/core/ext_con_064_008_0128.smt2,87629,89493,0.27636256627738476,0.887377992272377,0.8471229029819369,1.0475197744609892,0.7898437643856642,unsat,unsat
/QF_BV/bruttomesso/core/ext_con_040_008_0032.smt2,53821,52343,0.20669706724584103,0.09313435479998589,0.09906168654561043,0.9401652449870672,0.3046007796836781,unsat,unsat
/QF_BV/bruttomesso/core/ext_con_064_016_0128.smt2,173632,173248,0.4194610398262739,0.91774816904217,0.9226901410147548,0.9946439527714585,0.6837889666550708,unsat,unsat
/QF_BV/bruttomesso/core/ext_con_056_064_0512.smt2,624556,624220,0.9497209349647164,9.31376073230058,9.319384939037263,0.9993965045146783,0.9069690045634818,unsat,unsat
/QF_BV/bruttomesso/core/ext_con_016_002_0256.smt2,6422,6414,0.141841066069901,0.357934788800776,0.16075854282826185,2.2265366586655198,1.182865999411241,unsat,unsat
/QF_BV/bruttomesso/core/ext_con_056_008_0128.smt2,76765,78511,0.2456955285742879,0.7590449415147305,0.6214985335245728,1.2213141312017581,0.8752884442931054,unsat,unsat
/QF_BV/bruttomesso/core/ext_con_032_008_0256.smt2,45081,43881,0.1876173410564661,0.9842308089137077,0.5386008191853762,1.8273845375919382,1.3552825621793088,unsat,unsat
/QF_BV/bruttomesso/core/ext_con_016_001_0032.smt2,3377,3377,0.13962277863174677,0.03185985330492258,0.033297549933195114,0.9568227502877243,0.18424585223337295,unsat,unsat
/QF_BV/bruttomesso/core/ext_con_052_002_0016.smt2,19118,19093,0.1375550078228116,0.07146978843957186,0.07568343356251717,0.9443253969250128,0.3351637161445184,unsat,unsat
/QF_BV/bruttomesso/core/ext_con_060_016_0512.smt2,167816,167456,0.3788867359980941,9.590714656747878,9.59437828604132,0.9996181483380979,0.9616424145506856,unsat,unsat
/QF_BV/bruttomesso/core/ext_con_008_002_1024.smt2,3469,3471,0.1294725313782692,0.15139172691851854,0.1650510597974062,0.9172417741779183,0.5140224126501889,unsat,unsat
/QF_BV/bruttomesso/core/ext_con_012_004_0256.smt2,9027,9111,0.12005403451621532,0.22551124915480614,0.08805399667471647,2.5610563707616314,1.083625883461977,unsat,unsat
/QF_BV/bruttomesso/core/ext_con_028_002_0064.smt2,10653,10592,0.12121384125202894,0.10077052190899849,0.10183414444327354,0.9895553447216563,0.45178853148962006,unsat,unsat
/QF_BV/bruttomesso/core/ext_con_004_064_1024.smt2,50296,48794,0.23024197481572628,0.07756756525486708,0.08299190923571587,0.9346400868373516,0.24763465641580532,unsat,unsat
/QF_BV/bruttomesso/core/ext_con_016_008_1024.smt2,23262,22637,0.11280660051852465,2.735100608319044,1.2066112523898482,2.2667620601928142,2.0729601333573764,unsat,unsat
/QF_BV/bruttomesso/core/ext_con_060_002_0064.smt2,22429,22279,0.15904997661709785,0.319128162227571,0.30974125675857067,1.0303056349910693,0.6807468645042597,unsat,unsat
/QF_BV/bruttomesso/core/ext_con_056_002_0128.smt2,21187,21105,0.14916749019175768,0.7758928546682,0.6790463672950864,1.1426213172436104,0.9368266995949471,unsat,unsat
/QF_BV/bruttomesso/core/ext_con_004_002_0016.smt2,1835,1822,0.11482868064194918,0.01776728220283985,0.018094416707754135,0.9819206935377975,0.13366587566114602,unsat,unsat
/QF_BV/bruttomesso/core/ext_con_036_008_1024.smt2,51402,50090,0.2442084103822708,14.667059960775077,7.5738129038363695,1.936549020552879,1.8760578119811577,unsat,unsat
/QF_BV/bruttomesso/core/ext_con_004_008_0512.smt2,6502,6386,0.1154398350045085,0.04262312315404415,0.04320079553872347,0.9866282003033598,0.2686772172304793,unsat,unsat
/QF_BV/bruttomesso/core/ext_con_036_002_0256.smt2,14002,13972,0.10170670785009861,1.1464999048039317,1.3194688921794295,0.8689101437701978,0.806726420563448,unsat,unsat
/QF_BV/bruttomesso/core/ext_con_056_002_0032.smt2,20733,20651,0.1479361616075039,0.13825226482003927,0.1486874222755432,0.9298181561304775,0.4660865566055241,unsat,unsat
/QF_BV/bruttomesso/core/ext_con_028_004_0064.smt2,19731,19423,0.1346925152465701,0.10983658488839865,0.10910634696483612,1.0066929004945777,0.4505213186481389,unsat,unsat
/QF_BV/bruttomesso/core/ext_con_064_004_0256.smt2,46051,45203,0.23101510386914015,2.626901122741401,2.4355726577341557,1.0785558436943699,0.9851170700498405,unsat,unsat
/QF_BV/bruttomesso/core/ext_con_048_002_0032.smt2,17821,17731,0.12603073753416538,0.11455365922302008,0.1070153946056962,1.0704409365129102,0.4915492832735418,unsat,unsat
/QF_BV/bruttomesso/core/ext_con_048_016_0064.smt2,128588,128300,0.3172166272997856,0.21875946503132582,0.22002862486988306,0.9942318421555023,0.40718733976310484,unsat,unsat
